first_air_date,id,name,origin_country,original_language,overview,poster_path,vote_average,genre_1,genre_2
1960-10-03,106,The Andy Griffith Show,['US'],en,"The Andy Griffith Show is an American sitcom first televised on CBS between October 3, 1960 and April 1, 1968. Andy Griffith portrays the widowed sheriff of the fictional small community of Mayberry, North Carolina. His life is complicated by an inept, but well-meaning deputy, Barney Fife, a spinster aunt and housekeeper, Aunt Bee, and a precocious young son, Opie. Local ne'er-do-wells, bumbling pals, and temperamental girlfriends further complicate his life. Andy Griffith stated in a Today Show interview, with respect to the time period of the show: ""Well, though we never said it, and though it was shot in the '60s, it had a feeling of the '30s. It was when we were doing it, of a time gone by.""

The series never placed lower than seventh in the Nielsen ratings and ended its final season at number one. It has been ranked by TV Guide as the 9th-best show in American television history. Though neither Griffith nor the show won awards during its eight-season run, series co-stars Knotts and Bavier accumulated a combined total of six Emmy Awards. The show, a semi-spin-off from an episode of The Danny Thomas Show titled ""Danny Meets Andy Griffith"", spawned its own spin-off series, Gomer Pyle, U.S.M.C., a sequel series, Mayberry R.F.D., and a reunion telemovie, Return to Mayberry. The show's enduring popularity has generated a good deal of show-related merchandise. Reruns currently air on TV Land, and the complete series is available on DVD. All eight seasons are also now available by streaming video services such as Netflix.",https://image.tmdb.org/t/p/original/smOam7qXPnqlfDlMx4I0UxK5ULB.jpg,7.6,35,10751
2011-01-21,33922,Portlandia,['US'],en,"Satirical sketch comedy set and filmed in Portland, Oregon that explores the eccentric misfits who embody the foibles of modern culture.",https://image.tmdb.org/t/p/original/pfaxCP6YqlFHCL3QytnTanwRTL5.jpg,6.9,35,
2001-01-08,54728,Beyblade,"['US', 'JP', 'CA']",ja,"Thirteen-year-old Tyson Granger (Takao Kinomiya), along with his fellow teammates, Kai Hiwatari, Max Tate (Max Mizuhura), and Ray Kon (Rei Kon), strive to become the greatest Beybladers in the world. With the technical help of the team's resident genius, Kenny (Kyouju), and with the powerful strength of their BitBeasts, the Bladebreakers armed with their tops (AKA: Blades) attempt to reach their goal.",https://image.tmdb.org/t/p/original/l6ZQhEHjtOd9t6lOvVGzs5YEHcG.jpg,7.7,10762,10759
2002-06-07,2345,Kim Possible,['US'],en,"If there's danger or trouble, Kim Possible is there on the double to save the world from villains... and still make it home in time for cheerleading practice! Luckily, Kim has her sidekick Ron Stoppable and his pet naked mole-rat Rufus by her side.",https://image.tmdb.org/t/p/original/qpu7pwpafHh75bqW0driyihht4c.jpg,7.6,16,10759
1955-09-06,12337,The Life and Legend of Wyatt Earp,['US'],en,The Life and Legend of Wyatt Earp is a television western series loosely based on the life of frontier marshal Wyatt Earp. The half-hour black-and-white program aired for 229 episodes on ABC from 1955 to 1961 and featured Hugh O'Brian in the title role.,https://image.tmdb.org/t/p/original/sq7meZ5XvxFKZmsTcM54q28IqHp.jpg,6.9,18,37
1974-09-13,954,The Rockford Files,['US'],en,"Cranky but likable L.A. PI Jim Rockford pulls no punches (but takes plenty of them). An ex-con sent to the slammer for a crime he didn't commit, Rockford takes on cases others don't want, aided by his tough old man, his lawyer girlfriend and some shady associates from his past.",https://image.tmdb.org/t/p/original/fniHEsTeqHMg41GlCYJxZVgtn7H.jpg,7.6,80,18
1962-10-01,2261,The Tonight Show Starring Johnny Carson,['US'],en,"The Tonight Show Starring Johnny Carson is a talk show hosted by Johnny Carson under The Tonight Show franchise from 1962 to 1992. It originally aired during late-night.

For its first ten years, Carson's Tonight Show was based in New York City with occasional trips to Burbank, California; in May 1972, the show moved permanently to Burbank, California.

In 2002, The Tonight Show Starring Johnny Carson was ranked #12 on TV Guide's 50 Greatest TV Shows of All Time.",https://image.tmdb.org/t/p/original/oA8QVTGlAN511uCAMDN60aVQUs1.jpg,7.7,10767,
1979-08-24,1803,The Facts of Life,['US'],en,"The Facts of Life is an American sitcom that originally ran on the NBC television network from August 24, 1979, to May 7, 1988, making it the longest running sitcom of the 1980s. A spin-off of the sitcom Diff'rent Strokes, the series' premise focuses on Edna Garrett as she becomes a housemother at the fictional Eastland School, an all-female boarding school in Peekskill, New York.",https://image.tmdb.org/t/p/original/wzmqhmTdqmxWPKwrlrTaKVgJOxA.jpg,7.1,18,35
1979-03-24,2199,Tales of the Unexpected,['GB'],en,"A British television anthology of stories, often with sinister and wryly comedic undertones, and a twist at the end. With early episodes written and presented by Roald Dahl, the series featured a plethora of big name guest stars.",https://image.tmdb.org/t/p/original/vfG5gafbtxtfMvgDdNi56evx4Og.jpg,7.0,18,
2006-04-04,57041,Gintama,['JP'],ja,"In an era where aliens have invaded and taken over feudal Tokyo, an unemployed samurai finds work however he can.",https://image.tmdb.org/t/p/original/f7vK8pzZIqhyA8sYmBpWmp9Ae7.jpg,8.1,10759,16
1954-10-07,12447,Climax!,['US'],en,Climax! is an American anthology series that aired on CBS from 1954 to 1958. The series was hosted by William Lundigan and later co-hosted by Mary Costa. It was one of the few CBS programs of that era to be broadcast in color. Many of the episodes were performed and broadcast live.,https://image.tmdb.org/t/p/original/fO9xn3sIVQHs5ap4gUnQ4AacONE.jpg,2.9,18,9648
1988-01-31,4500,The Wonder Years,['US'],en,"The story of Kevin Arnold facing the trials and tribulations of youth while growing up during the 1960s and 70s. Told through narration from an adult Kevin, Kevin faces the difficulties of maintaining relationships and friendships on his enthralling journey into adulthood.",https://image.tmdb.org/t/p/original/tkaduqdhFrF1vp8L55OJfB5jw8Z.jpg,8.4,35,18
1997-03-10,95,Buffy the Vampire Slayer,['US'],en,"Into every generation a slayer is born: one girl in all the world, a chosen one. She alone will wield the strength and skill to fight the vampires, demons, and the forces of darkness; to stop the spread of their evil and the swell of their number. She is the Slayer.",https://image.tmdb.org/t/p/original/41jsOEYsh9lJBc6AZqGpR1ETpx5.jpg,8.2,10765,35
1982-10-02,3004,Newhart,['US'],en,"Dick Loudon and his wife Joanna decide to leave life in New York City and buy a little inn in Vermont. Dick is a how-to book writer, who eventually becomes a local TV celebrity as host of ""Vermont Today."" George Utley is the handyman at the inn and Leslie Vanderkellen is the maid, with ambitions of being an Olympic Ski champion; she is later replaced by her cousin Stephanie, an heiress who hates her job. Her boyfriend is Dick's yuppie TV producer, Michael Harris. There are many other quirky characters in this fictional little town, including Dick's neighbors Larry, Darryl, and Darryl...three brothers who buy the Minuteman Cafe from Kirk Devane. Besides sharing a name, Darryl and Darryl never speak.",https://image.tmdb.org/t/p/original/MTZr7C0Somrw1GXjNnaPWsOS5Y.jpg,7.2,35,18
1965-09-17,4068,Hogan's Heroes,['US'],en,"Hogan's Heroes is an American television sitcom that ran for 168 episodes from September 17, 1965, to July 4, 1971, on the CBS network. The show was set in a German prisoner of war camp during World War II. Bob Crane starred as Colonel Robert E. Hogan, coordinating an international crew of Allied prisoners running a Special Operations group from the camp. Werner Klemperer played Colonel Wilhelm Klink, the commandant of the camp, and John Banner was the inept sergeant-of-the-guard, Hans Schultz.

The series was popular during its six-season run. In 2013, creators Bernard Fein through his estate and Albert S. Ruddy acquired the sequel and other separate rights to Hogan's Heroes from Mark Cuban through arbitration and a movie based on the show has been planned.",https://image.tmdb.org/t/p/original/qifpp3AmNx54Ko4obdwxOWNf0lo.jpg,7.5,10768,35
2017-07-21,72027,Raven's Home,['US'],en,"Best friends Raven and Chelsea, now both divorced mothers, are raising their children in a house together. Their house is turned upside down when they realize one of Raven's children inherited the same psychic abilities as their mother.",https://image.tmdb.org/t/p/original/bEyovwWgUNML5ycWec1WhTU67yr.jpg,7.9,10751,35
1987-01-06,3476,Inspector Morse,['GB'],en,"Inspector Morse is a detective drama based on Colin Dexter's series of Chief Inspector Morse novels. The series starred John Thaw as Chief Inspector Morse and Kevin Whately as Sergeant Lewis, as well as a large cast of notable actors and actresses.",https://image.tmdb.org/t/p/original/34M8vNNtYqnrV5ilokWkGbc51Ia.jpg,7.8,80,18
1978-01-08,5111,An Audience with...,['GB'],en,"An Audience with... is a British entertainment television show produced by London Weekend Television, in which a host, usually a singer or comedian, performs for an invited audience of celebrity guests, interspersed with questions from the audience, in a light hearted revue/tribute style.",https://image.tmdb.org/t/p/original/lB8kUSnmvM3hLTXxVHpN9LYTpDE.jpg,5.3,10767,
2013-09-24,1403,Marvel's Agents of S.H.I.E.L.D.,['US'],en,"Agent Phil Coulson of S.H.I.E.L.D. (Strategic Homeland Intervention, Enforcement and Logistics Division) puts together a team of agents to investigate the new, the strange and the unknown around the globe, protecting the ordinary from the extraordinary.",https://image.tmdb.org/t/p/original/gHUCCMy1vvj58tzE3dZqeC9SXus.jpg,7.5,18,10765
1957-09-14,10980,"Have Gun, Will Travel",['US'],en,"Have Gun – Will Travel is an American Western television series that aired on CBS from 1957 through 1963. It was rated number three or number four in the Nielsen ratings every year of its first four seasons. It was one of the few television shows to spawn a successful radio version. The radio series debuted November 23, 1958.

The television show is presently shown on the Encore-Western channel.

Have Gun – Will Travel was created by Sam Rolfe and Herb Meadow and produced by Frank Pierson, Don Ingalls, Robert Sparks, and Julian Claman. There were 225 episodes of the TV series, 24 written by Gene Roddenberry. Other contributors included Bruce Geller, Harry Julian Fink, Don Brinkley and Irving Wallace. Andrew McLaglen directed 101 episodes and 19 were directed by series star Richard Boone.",https://image.tmdb.org/t/p/original/tMxuIEqgWhlGMbGfuVEmbxKTeUZ.jpg,7.5,37,10759
2006-07-18,4620,Eureka,['US'],en,"The sleepy Pacific Northwest town of Eureka is hiding a mysterious secret. The government has been relocating the world's geniuses and their families to this rustic town for years where innovation and chaos have lived hand in hand. U.S. Marshal Jack Carter stumbles upon this odd town after wrecking his car and becoming stranded there. When the denizens of the town unleash an unknown scientific creation, Carter jumps in to try to restore order and consequently learns of one of the country's best kept secrets.",https://image.tmdb.org/t/p/original/f2l5hUk63hPqYTucnFy2HmElFV0.jpg,7.8,10765,35
2017-08-12,72350,DuckTales,['US'],en,"The adventures of billionaire Scrooge McDuck and his nephews Huey, Dewey and Louie, their famous uncle Donald Duck, pilot extraordinaire Launchpad, Mrs. Beakly, Webby and Roboduck. Adventures and hidden treasures are everywhere, in their hometown Duckburg and all around the world.",https://image.tmdb.org/t/p/original/3klapeIKLp9IBy4uHo7szTeMTdQ.jpg,7.8,10751,35
1995-01-16,1855,Star Trek: Voyager,['US'],en,"Pulled to the far side of the galaxy, where the Federation is 75 years away at maximum warp speed, a Starfleet ship must cooperate with Maquis rebels to find a way home.",https://image.tmdb.org/t/p/original/gNS5tRSG3UlXodCxznKKOKweqxh.jpg,7.9,10765,18
1959-09-12,1018,Bonanza,['US'],en,The High-Sierra adventures of Ben Cartwright and his sons as they run and defend their ranch while helping the surrounding community.,https://image.tmdb.org/t/p/original/y2jYBuTrC62hneBRs92LwxavMoV.jpg,7.6,37,10759
2000-04-18,902,Yu-Gi-Oh! Duel Monsters,['JP'],ja,"Bullies often target someone frail and weak—someone exactly like Yûgi Muto. He treasures his Millennium Puzzle, an ancient Egyptian artifact that was brought into his grandfather's game shop. Believing that solving the puzzle will grant him his wish, he completes the puzzle, unleashing a new personality within him, the soul of the ""King of Games."" The new personality named Yami Yûgi is the exact opposite of Yûgi. Upon any injustice toward him, Yami Yûgi takes over Yûgi's body and forces the opponent into a ""Shadow Game"".",https://image.tmdb.org/t/p/original/6ZOeCBMMoMLH2qdGrQJe8Aaub6N.jpg,8.2,16,10762
2013-07-11,1424,Orange Is the New Black,['US'],en,"A crime she committed in her youthful past sends Piper Chapman to a women's prison, where she trades her comfortable New York life for one of unexpected camaraderie and conflict in an eccentric group of fellow inmates.",https://image.tmdb.org/t/p/original/ekaa7YjGPTkFLcPhwWXTnARuCEU.jpg,7.7,35,18
